listing_type,Property_type,Price,City,Address,Rooms,Floor,Area,Parking_spots
rent,Apartment,15000,Jerusalem,Ha-Bikurim St.  14,5.0,0.0,120,1
rent,Housing unit,3000,Rishon LeTsiyon,HaOgen St. ,2.0,0.0,50,0
rent,Cottage/house,16000,Rishon LeTsiyon,Shaal St. ,6.0,4.0,320,1
rent,Apartment,4000,Rishon LeTsiyon,Keren ha-Yesod St.  3,3.0,2.0,80,1
rent,Apartment,3200,Rishon LeTsiyon,Jerusalem St. ,1.5,3.0,28,0
rent,Apartment,3500,Bat Yam,Derech Ben Gurion  138,2.0,7.0,36,2
rent,Apartment,5000,Bat Yam,Derech Ben Gurion  83,4.5,1.0,120,0
rent,Apartment,3300,Bat Yam,HaHashmonaim St.  24,2.5,1.0,75,0
rent,Apartment,3500,Bat Yam,Yerushalayim St.  79,2.0,1.0,65,0
rent,Apartment,6200,Ness Ziona,Nordau St.  4,4.0,5.0,100,1
rent,Apartment,3950,Bat Yam,Berl Katzenelson St.  55,3.0,1.0,68,0
rent,Apartment,4300,Holon,Yehoshua Hankin St.  1,3.0,2.0,95,0
rent,Housing unit,3750,Bat Yam,Herzl St.  40,2.0,1.0,38,0
rent,Apartment,4000,Bat Yam,David HaMelech St.  5,2.5,3.0,70,0
rent,Apartment,3900,Bat Yam,Balfour St. ,3.0,2.0,76,0
rent,Apartment,4750,Bat Yam,Etsel St.  8,3.0,2.0,74,1
rent,Apartment,3850,Bat Yam,Balfour St.  138,2.5,3.0,76,0
rent,Apartment,4200,Bat Yam,Balfour St. ,3.5,1.0,90,0
rent,Apartment,4500,Bat Yam,Balfour St.  140,3.0,5.0,82,0
rent,Apartment,3750,Bat Yam,Balfour St.  115,2.5,5.0,74,0
rent,Housing unit,3900,Bat Yam,Balfour St. ,2.0,5.0,40,0
rent,Apartment,3900,Bat Yam,HaHashmonaim St.  65,3.0,4.0,80,1
rent,Apartment,2200,Rishon LeTsiyon,Tiomkin St. ,2.0,4.0,35,0
rent,Apartment,5000,Rehovot,Arlozorov St. ,4.0,1.0,90,0
rent,Apartment,2850,Rehovot,Ha-Khavura St. ,2.0,0.0,40,0
rent,Apartment,3000,Rehovot,Tzvi Apple St. ,3.0,1.0,65,0
rent,Apartment,3600,Rehovot,Derech Sheshet HaYamim ,3.0,0.0,70,0
rent,Apartment,3300,Rehovot,Yitskhak Mugzakh St. ,2.0,0.0,40,0
rent,Apartment,4800,Rehovot,Ha-Rav Shauli St. ,4.0,5.0,100,1
rent,Apartment,3200,Rehovot,Haim Yalin St. ,2.0,0.0,50,0
rent,Apartment,3000,Ramat Gan,Haroe St.  203,3.0,3.0,45,0
rent,Apartment,6000,Ramat Gan,Mevo HaTichon  5,4.0,2.0,113,1
rent,Apartment,4500,Ramat Gan,Bialik St.  61,3.0,1.0,76,0
rent,Apartment,5500,Ramat Gan,Negba Road  23,4.0,1.0,100,0
rent,Apartment,6000,Givatayim,Weizman St.  26,4.0,2.0,110,0
rent,Apartment,5700,Givatayim,HaRav Herzog St.  26,3.5,3.0,101,1
rent,Apartment,4000,Ramat Gan,Zeev Jabotinsky St.  75,3.0,2.0,75,0
rent,Apartment,3500,Ramat Gan,Kareski St.  13,2.5,3.0,70,0
rent,Apartment,4000,Ramat Gan,Uziel St.  28,2.5,3.0,90,1
rent,Apartment,8500,Tel Aviv-Yafo,HaHashmonaim St.  80,4.0,1.0,100,0
rent,Garden apt,3100,Ramat Gan,Ha-Mavdil St.  23,1.5,0.0,30,0
rent,Apartment,5950,Ramat Gan,Mahanayim St.  13,5.0,2.0,128,1
rent,Triplex,7500,Ramat Gan,Pnei HaGiva St.  25,5.0,3.0,125,1
rent,Apartment,3800,Ramat Gan,Aluf David St.  1,2.0,1.0,45,0
rent,Apartment,8200,Tel Aviv-Yafo,Fein St.  1,4.0,6.0,85,1
rent,Apartment,3900,Ramat Gan,Negba Road  42,2.5,0.0,77,0
rent,Triplex,6950,Ramat Gan,Pnei HaGiva St.  25,4.0,3.0,125,1
rent,Apartment,5500,Ramat Gan,Yosef Tsvi St.  67,4.0,2.0,94,1
rent,Apartment,5950,Ramat Gan,Pnei HaGiva St.  25,4.0,2.0,90,0
rent,Housing unit,3300,Ramat Gan,Mate Aharon St.  12,2.0,0.0,40,1
rent,Apartment,4300,Ramat Gan,Haroe St.  192,3.5,1.0,80,0
rent,Apartment,4700,Ramat Gan,Ha-Nakhal St.  23,3.0,1.0,78,1
rent,Apartment,5000,Tel Aviv-Yafo,Maapilei Egoz St.  8,4.0,3.0,98,0
rent,Apartment,5950,Ramat Gan,Pnei HaGiva St.  25,4.0,2.0,90,0
rent,Apartment,3300,Ramat Gan,Gershom St.  4,3.0,1.0,75,0
rent,Apartment,2900,Ramat Gan,Amnon veTamar St.  39,1.5,0.0,40,0
rent,Apartment,1650,Ramat Gan,Haroe St.  129,1.0,0.0,18,0
rent,Apartment,5500,Ramat Gan,Arieh Ben Eliezer St.  67,4.0,8.0,110,1
rent,Apartment,3000,Ramat Gan,Negba Road  66,1.5,0.0,35,0
rent,Apartment,4700,Tel Aviv-Yafo,Sderot Sheshet HaYamim  17,3.0,3.0,70,0
rent,Apartment,6600,Ramat Gan,Haroe St.  6,4.0,5.0,135,1
rent,Garden apt,3700,Ramat Gan,Negba Road  62,2.0,0.0,40,0
rent,Apartment,5800,Ramat Gan,Megadim St.  2,4.0,2.0,100,0
rent,Apartment,5400,Givat Shmuel,Derech Keren HaYesod  3,5.0,1.0,110,0
rent,Apartment,3000,Lod,Eliezer Kaplan St.  6,2.5,2.0,60,0
rent,Apartment,4500,Petah Tikva,Ben Yehuda St. ,4.0,2.0,100,1
rent,Apartment,3500,Petah Tikva,Binyamin Minz St.  40,3.0,1.0,65,0
rent,Cottage/house,13000,Petah Tikva,Lubetkin St. ,5.0,2.0,240,3
rent,Apartment,3900,Petah Tikva,Frishman St.  30,3.5,1.0,85,1
rent,Apartment,3800,Petah Tikva,Bilu St. ,3.0,6.0,100,0
rent,Apartment,4000,Petah Tikva,Pika St.  12,4.0,1.0,100,1
rent,Penthouse,11000,Petah Tikva,Yosef Nakar St. ,5.0,6.0,160,2
rent,Apartment,5200,Ramat HaSharon,Sderot Bialik  10,3.0,3.0,85,1
rent,Housing unit,2500,Jerusalem,HaNurit St.  1,2.0,1.0,25,0
rent,Apartment,3000,Bat Yam,Mivtsa Sinai St.  15,3.0,3.0,70,0
rent,Housing unit,5500,Tel Aviv-Yafo,Ahavat Tsiyon St.  16,2.0,0.0,42,0
rent,Apartment,6500,Tel Aviv-Yafo,Tagore St.  60,3.0,3.0,70,1
rent,Apartment,4000,Rishon LeTsiyon,Tel Hai St.  21,3.5,2.0,85,0
rent,Apartment,3500,Rishon LeTsiyon,Tsvi Hirschfeld St. ,2.5,1.0,65,0
rent,Apartment,7500,Tel Aviv-Yafo,Bergson St. ,2.0,3.0,80,0
rent,Apartment,7000,Tel Aviv-Yafo,HaYarkon St. ,2.5,0.0,70,0
rent,Apartment,9500,Ramat Gan,Ha-Matmid St. ,4.0,19.0,114,1
rent,Apartment,12000,Tel Aviv-Yafo,Weissburg St. ,5.0,1.0,130,2
rent,Apartment,3800,Rishon LeTsiyon,Horowitz St. ,3.5,2.0,80,1
rent,Apartment,3500,Petah Tikva,Shapira St. ,3.0,0.0,60,0
rent,Apartment,2500,Ramat Gan,HaEm St.  39,1.0,0.0,18,0
rent,Room,2200,Petah Tikva,Gad Machnes St. ,1.0,3.0,20,1
rent,Apartment,2300,Petah Tikva,Bilu St. ,1.0,4.0,20,0
rent,Housing unit,2600,Petah Tikva,Rothschild St.  135,1.0,1.0,25,0
rent,Apartment,4000,Petah Tikva,Salomon St. ,4.0,4.0,120,0
rent,Apartment,4200,Petah Tikva,Hafes Haim St. ,3.5,3.0,90,0
rent,Apartment,3500,Ari'el,Derech HaTsiyonut  19,4.0,1.0,100,0
rent,Apartment,4200,Petah Tikva,Yehiel Chlenov St. ,4.5,2.0,100,0
rent,Apartment,3200,Bat Yam,Ha-Rishonim St. ,2.5,1.0,70,0
rent,Apartment,2000,Petah Tikva,Yehuda ha-Levi St. ,1.0,0.0,20,0
rent,Apartment,3200,Petah Tikva,Montefiore St. ,2.0,0.0,40,0
rent,Apartment,5500,Ramat Gan,Tirzah St. ,4.0,2.0,100,0
rent,Apartment,4500,Ramat Gan,Olei ha-Gardom St.  4,4.0,2.0,85,1
rent,Apartment,6300,Ramat Gan,Ha-Yarden St. ,4.5,7.0,100,1
rent,Apartment,3400,Ramat Gan,Amnon veTamar St. ,2.0,0.0,50,0
rent,Apartment,5600,Ramat Gan,Efrayim St. ,4.0,1.0,100,1
rent,Apartment,5500,Rishon LeTsiyon,HaKukiya St.  21,4.0,2.0,105,2
rent,Apartment,3500,Bat Yam,Bar Ilan St.  43,3.0,1.0,65,0
rent,Apartment,6400,Holon,Yehoshua Rabinovich St.  91,5.0,5.0,120,1
rent,Loft,9700,Tel Aviv-Yafo,Akhva St.  12,3.0,3.0,120,0
rent,Apartment,12300,Tel Aviv-Yafo,Neve Tzedek St.  12,5.0,2.0,160,0
rent,Apartment,5500,Bat Yam,Derech Ben Gurion ,2.0,3.0,45,1
rent,Cottage/house,14000,Rishon LeTsiyon,Neve Ativ St. ,6.0,3.0,370,1
rent,Apartment,3200,Holon,Sokolov St. ,2.5,1.0,65,0
rent,Apartment,3900,Holon,HaHagana St. ,3.0,1.0,80,0
rent,Garden apt,4200,Holon,Ussishkin St. ,3.0,0.0,110,0
rent,Apartment,3900,Holon,Bialik St. ,3.0,1.0,80,1
rent,Apartment,3500,Holon,Sderot Kugel ,2.5,2.0,75,1
rent,Apartment,6500,Tel Aviv-Yafo,Sderot Nordau ,2.0,2.0,70,0
rent,Apartment,4200,Holon,Eilat St.  38,3.0,2.0,70,0
rent,Garden apt,4300,Bat Yam,HaMa'apilim St.  26,3.0,0.0,55,0
rent,Apartment,3800,Holon,Ha-Arava St.  31,3.0,4.0,70,0
rent,Apartment,4200,Holon,Yosef Aharonovich St. ,3.0,0.0,85,0
rent,Apartment,3750,Bat Yam,HaShikma St.  49,2.5,2.0,75,0
rent,Apartment,3700,Holon,Ha-Shita St. ,3.0,0.0,70,0
rent,Rooftop apt,4300,Bat Yam,Bar Yehuda St.  39,3.0,4.0,78,1
rent,Apartment,2900,Holon,Tartsav St. ,3.5,1.0,85,0
rent,Apartment,3900,Holon,HaRav Uziel St. ,3.0,2.0,80,0
rent,Apartment,4800,Holon,Arlozorov St. ,3.5,2.0,80,1
rent,Apartment,3750,Rishon LeTsiyon,Ha-Baal Shem Tov St.  32,3.0,3.0,75,0
rent,Apartment,3900,Holon,Mifrats Shlomo St. ,3.0,2.0,73,0
rent,Apartment,3200,Holon,Yavne St. ,2.0,4.0,52,0
rent,Apartment,3200,Bat Yam,Khatsor St.  8,3.0,4.0,62,0
rent,Apartment,7300,Rishon LeTsiyon,Ahi Lahav St.  3,4.0,13.0,106,2
rent,Apartment,7500,Jerusalem,Beit Yaakov St. ,4.0,1.0,87,0
rent,Duplex,4700,Jerusalem,Rabbi Arye St. ,2.0,0.0,70,0
rent,Apartment,6500,Jerusalem,Sderot HaNassi Hashishi ,3.5,1.0,90,1
rent,Apartment,3700,Jerusalem,Mitspe St. ,1.0,2.0,25,0
rent,Apartment,2600,Jerusalem,Betsalel St. ,1.5,0.0,25,0
rent,Apartment,2900,Jerusalem,Ruth St. ,1.5,1.0,22,0
rent,Apartment,16500,Jerusalem,Jaffa St. ,6.0,7.0,208,2
rent,Garden apt,11000,Jerusalem,Rabbi Akiva St. ,5.0,0.0,150,1
rent,Apartment,5900,Jerusalem,Yehuda St. ,3.0,3.0,60,0
rent,Apartment,3750,Rishon LeTsiyon,Ha-Baal Shem Tov St.  32,3.0,3.0,75,0
rent,Apartment,6000,Bat Yam,Ha-Rav Nisanbaum St. ,3.0,25.0,75,1
rent,Apartment,5300,Bat Yam,Ha-Rav Nisanbaum St.  37,2.0,28.0,60,1
rent,Apartment,7500,Bat Yam,Ha-Rav Nisanbaum St.  37,5.0,37.0,130,2
rent,Apartment,10000,Bat Yam,Ha-Komemiyut St. ,5.0,20.0,130,2
rent,Apartment,7000,Bat Yam,Ha-Rav Nisanbaum St.  37,4.0,27.0,115,1
rent,Apartment,6500,Bat Yam,Ha-Rav Nisanbaum St.  37,4.0,25.0,120,1
rent,Apartment,4000,Holon,Feierberg St. ,3.5,1.0,82,0
rent,Housing unit,3170,Holon,Baal Mahshavot St. ,1.5,0.0,25,0
rent,Apartment,5200,Beer Yaakov,HaAlonim Boulevard ,4.0,7.0,107,1
rent,Apartment,5000,Rehovot,Yaakov Tamari ,4.0,8.0,94,2
rent,Apartment,3550,Rishon LeTsiyon,Ariav St. ,3.0,3.0,60,0
rent,Apartment,5000,Rehovot,Moshe Fried St. ,4.0,8.0,94,1
rent,Apartment,5600,Tel Aviv-Yafo,Haim Barlev Road  135,4.0,3.0,100,1
rent,Apartment,6500,Tel Aviv-Yafo,Andersen St. ,3.0,3.0,75,0
rent,Apartment,4300,Tel Aviv-Yafo,Dov mi-Mezerich St.  5,1.0,0.0,80,0
rent,Apartment,4300,Tel Aviv-Yafo,Wingate St.  6,2.5,1.0,55,0
rent,Apartment,3600,Tel Aviv-Yafo,Misgav Am St.  9,3.0,2.0,50,0
rent,Apartment,11000,Tel Aviv-Yafo,HaYarkon St. ,3.0,1.0,100,0
rent,Apartment,4800,Tel Aviv-Yafo,La Guardia St.  17,2.0,1.0,48,0
rent,Studio,3200,Tel Aviv-Yafo,Kish St.  2,1.0,3.0,30,0
rent,Studio,3000,Tel Aviv-Yafo,Matalon St.  60,1.0,0.0,32,0
rent,Cottage/house,8500,Tel Aviv-Yafo,Sivan St.  6,5.0,2.0,130,0
rent,Duplex,6600,Givat Shmuel,Uziel St. ,5.0,1.0,116,1
rent,Apartment,7300,Tel Aviv-Yafo,Shtulim St.  63,5.0,6.0,117,1
rent,Apartment,3700,Tel Aviv-Yafo,Misgav Am St.  9,3.0,2.0,60,0
rent,Apartment,4700,Tel Aviv-Yafo,Sderot Sheshet HaYamim  5,4.0,3.0,80,0
rent,Apartment,8200,Tel Aviv-Yafo,Shaul Avigur St.  9,4.0,6.0,115,1
rent,Apartment,3800,Tel Aviv-Yafo,Mor St.  10,3.0,1.0,70,0
rent,Apartment,7400,Tel Aviv-Yafo,Mahal St.  14,5.0,11.0,130,1
rent,Apartment,5500,Tel Aviv-Yafo,Sir John Monash St.  24,4.0,3.0,90,0
rent,Apartment,7500,Tel Aviv-Yafo,Dafna St. ,3.5,2.0,89,0
rent,Apartment,7300,Tel Aviv-Yafo,Meirber St.  11,4.0,1.0,115,0
rent,Apartment,4300,Tel Aviv-Yafo,Biranit St.  5,4.0,4.0,100,0
rent,Apartment,6000,Tel Aviv-Yafo,Shtulim St.  59,3.0,17.0,82,1
rent,Apartment,6300,Tel Aviv-Yafo,Zikhron Yaakov St.  6,2.5,3.0,78,0
rent,Apartment,8500,Tel Aviv-Yafo,HaYarkon St.  36,2.0,2.0,70,0
rent,Apartment,5500,Tel Aviv-Yafo,Hagana Road  136,4.0,2.0,95,0
rent,Apartment,7700,Tel Aviv-Yafo,Mordechai Namir Road ,3.5,2.0,81,0
rent,Apartment,6600,Tel Aviv-Yafo,Shtulim St.  63,4.0,11.0,97,1
rent,Apartment,4250,Rishon LeTsiyon,Kidush HaShem St.  23,4.0,4.0,80,0
rent,Apartment,6400,Tel Aviv-Yafo,Yirmeyahu St.  21,2.0,2.0,55,0
rent,Apartment,3900,Bat Yam,HaShikma St.  4,3.0,3.0,88,0
rent,Apartment,2800,Rehovot,Rachel Hirshenzon St. ,2.0,4.0,40,0
rent,Apartment,5900,Bat Yam,Arlozorov St.  56,5.0,1.0,120,0
rent,Apartment,3000,Bat Yam,David Raziel St.  37,3.0,3.0,70,0
rent,Apartment,3700,Bat Yam,Kibuts Galuyot St.  14,2.5,0.0,47,0
rent,Apartment,3800,Bat Yam,Mivtsa Sinai St. ,3.0,2.0,65,0
rent,Apartment,2700,Bat Yam,Derech Ben Gurion  138,1.0,1.0,30,2
rent,Apartment,30000,Tel Aviv-Yafo,Ha-Rav Nisim St.  9,7.0,28.0,290,3
rent,Apartment,30000,Tel Aviv-Yafo,Nissim Aloni St.  12,7.0,12.0,290,3
rent,Housing unit,3400,Ramat Gan,Mevo Mendes  1,2.0,0.0,40,0
rent,Apartment,6500,Bat Yam,Rothschild St.  4,3.5,3.0,120,0
rent,Apartment,3750,Bat Yam,Herzl St.  30,3.0,2.0,77,0
rent,Apartment,4000,Holon,Ekhad be-Mai St. ,2.0,1.0,68,0
rent,Apartment,3000,Bat Yam,Rothschild St.  27,1.0,9.0,30,0
rent,Apartment,7199,Tel Aviv-Yafo,Nissim Aloni St.  10,3.0,7.0,75,4
rent,Apartment,3800,Rehovot,Sderot Hen ,3.0,2.0,60,0
rent,Apartment,4000,Rehovot,Zelkind Stolvov St. ,4.0,2.0,100,0
rent,Duplex,10500,Tel Aviv-Yafo,Lili Menakhem St. ,5.0,2.0,160,2
rent,Apartment,5100,Bat Yam,Derech Ben Gurion  99,2.0,19.0,50,1
rent,Mini penthouse,13000,Bat Yam,Ha-Neviim St.  60,5.0,20.0,135,3
rent,Apartment,11500,Tel Aviv-Yafo,Nissim Aloni St.  3,3.5,19.0,118,2
rent,Apartment,4600,Bat Yam,Arlozorov St.  40,3.0,1.0,65,0
rent,Apartment,3600,Bat Yam,Balfour St. ,2.0,1.0,35,0
rent,Apartment,4500,Bat Yam,Rothschild St.  16,4.0,3.0,110,0
rent,Apartment,13000,Tel Aviv-Yafo,Nissim Aloni St.  10,3.0,5.0,120,2
rent,Apartment,3200,Ramla,Zahal St. ,3.0,3.0,64,1
rent,Apartment,5200,Bat Yam,Ha-Sar Shapira St. ,4.0,3.0,90,0
rent,Housing unit,2500,Ramat Gan,HaEm St.  29,1.0,0.0,16,0
rent,Duplex,19500,Tel Aviv-Yafo,Frishman St. ,6.0,6.0,160,3
rent,Apartment,4500,Rishon LeTsiyon,HaSadeh St. ,3.5,3.0,80,1
rent,Apartment,6500,Bat Yam,Ha-Rav Nisanbaum St.  39,4.0,30.0,110,1
rent,Apartment,3900,Bat Yam,Jabotinsky St. ,2.0,6.0,60,0
rent,Apartment,5800,Ramla,Yona Volakh St.  4,5.0,2.0,130,2
rent,Apartment,7000,Rishon LeTsiyon,Rabi Yehuda ha-Nasi St.  23,5.0,2.0,129,2
rent,Apartment,4300,Bat Yam,Derech Ben Gurion ,2.0,1.0,30,0
rent,Studio,3700,Bat Yam,Rothschild St. ,2.5,2.0,65,0
rent,Apartment,5300,Givatayim,Kiryat Yosef St. ,4.0,2.0,105,1
rent,Apartment,5300,Yavne,HaSira St. ,5.0,1.0,130,2
rent,Apartment,3000,Bat Yam,Rothschild St. ,2.5,2.0,65,0
rent,Apartment,4500,Rishon LeTsiyon,HaSadeh St. ,3.5,3.0,80,1
rent,Apartment,4600,Rishon LeTsiyon,Rabbi Kook St. ,4.0,2.0,94,1
rent,Apartment,2100,Ramat Gan,Zeev Jabotinsky St. ,1.0,2.0,20,0
rent,Cottage/house,5900,Bat Yam,Mivtsa Sinai St.  5,4.0,2.0,120,0
rent,Apartment,4700,Bat Yam,Khatsor St. ,3.5,1.0,85,0
rent,Garden apt,3600,Bat Yam,Balfour St. ,2.0,0.0,40,0
rent,Apartment,4400,Rishon LeTsiyon,Ahiezer St. ,3.0,1.0,80,0
rent,Apartment,3800,Bat Yam,Etsel St. ,2.0,2.0,45,1
rent,Apartment,3900,Bat Yam,Arlozorov St. ,2.5,2.0,72,0
rent,Apartment,8100,Tel Aviv-Yafo,Nissim Aloni St.  10,2.5,8.0,77,1
rent,Apartment,5700,Ramat Gan,Sderot Yerushalayim ,3.0,6.0,60,1
rent,Apartment,2600,Ramat Gan,Abba Hillel Silver Road ,1.0,1.0,28,0
rent,Cottage/house,8500,Rishon LeTsiyon,HeHatsav St. ,4.0,3.0,220,1
rent,Apartment,4000,Ramat Gan,Ha-Aluf Nekhemya Tamari St. ,2.0,1.0,70,0
rent,Apartment,4400,Rishon LeTsiyon,Olei HaGardom St. ,4.0,2.0,100,2
rent,Apartment,4000,Rishon LeTsiyon,Ha-Tomer St. ,3.0,1.0,75,1
rent,Apartment,3800,Holon,Eilat St.  10,2.0,3.0,40,0
rent,Housing unit,3900,Rishon LeTsiyon,Martin Buber St. ,3.0,0.0,75,0
rent,Apartment,2200,Petah Tikva,Bar Kochva St. ,1.0,0.0,15,0
rent,Apartment,4900,Bat Yam,Ha-Sar Shapira St. ,3.0,1.0,80,0
rent,Apartment,3900,Bat Yam,Hasar Pinkas St. ,2.5,4.0,75,0
rent,Apartment,3500,Petah Tikva,Ha-Atsmon St. ,3.0,4.0,75,0
rent,Apartment,5000,Bat Yam,Masaryk St. ,3.0,8.0,85,1
rent,Apartment,3600,Rishon LeTsiyon,Frishman St.  4,2.5,3.0,65,0
rent,Garden apt,3100,Petah Tikva,Nahalat Tsvi St. ,2.0,0.0,70,0
rent,Apartment,3500,Petah Tikva,Shalom Ash St. ,2.5,0.0,70,0
rent,Apartment,4200,Tel Aviv-Yafo,Kehilat Riga St.  3,3.0,2.0,55,0
rent,Mini penthouse,8000,Rishon LeTsiyon,Ha-Hityashvut St. ,5.0,8.0,125,2
rent,Apartment,6500,Rishon LeTsiyon,Haim Hefer St.  9,5.5,14.0,140,1
rent,Apartment,4200,Bat Yam,Arlozorov St. ,3.5,2.0,85,1
rent,Apartment,4100,Rishon LeTsiyon,Rabbi Kook St.  3,3.0,1.0,72,1
rent,Apartment,4900,Holon,HaRav Yitshak HaLevi St.  21,4.0,2.0,90,1
rent,Cottage/house,5800,Holon,Tchernikhovski St. ,4.0,1.0,180,0
rent,Apartment,8500,Tel Aviv-Yafo,Basel St.  22,3.0,2.0,90,0
rent,Apartment,6500,Rishon LeTsiyon,Haim Hefer St.  13,5.0,6.0,125,1
rent,Apartment,4800,Rishon LeTsiyon,Itamar Ben Avi St. ,4.0,1.0,110,1
rent,Villa,6930,Ramat Gan,Ha-Yarden St. ,4.0,1.0,110,0
rent,Apartment,3800,Ramat Gan,Haroe St.  7,2.5,2.0,60,0
rent,Housing unit,3400,Rishon LeTsiyon,Martin Buber St. ,2.0,0.0,35,0
rent,Apartment,4200,Bat Yam,Tchernikhovski St. ,3.0,2.0,72,1
rent,Cottage/house,12000,Jerusalem,Mekor Haim St.  16,2.0,1.0,80,0
rent,Apartment,5500,Bat Yam,Herzl St.  54,3.0,5.0,75,1
rent,Apartment,9000,Bat Yam,Derech Menachem Begin ,5.0,12.0,130,2
rent,Housing unit,4300,Rishon LeTsiyon,Ha-Mifras St. ,2.0,0.0,60,0
rent,Apartment,3650,Holon,Brazaville St.  9,3.0,3.0,62,0
rent,Apartment,5000,Bat Yam,Bar Ilan St. ,4.0,1.0,110,1
rent,Apartment,4200,Holon,Alufei Tsahal St.  33,2.0,2.0,40,1
rent,Apartment,4600,Ramat Gan,Anne Frank St.  12,3.0,2.0,75,0
rent,Apartment,3000,Holon,Arye Shenkar St.  52,2.0,2.0,55,0
rent,Apartment,4000,Rishon LeTsiyon,Yalag St. ,2.5,1.0,77,0
rent,Apartment,6000,Tel Aviv-Yafo,HaKongres St. ,3.0,3.0,65,1
rent,Apartment,3500,Rishon LeTsiyon,Dror St.  54,2.0,6.0,55,0
rent,Apartment,5700,Rishon LeTsiyon,Ha-Sarig St. ,4.0,4.0,116,1
rent,Apartment,4000,Bat Yam,Balfour St. ,3.0,2.0,80,0
rent,Apartment,3600,Bat Yam,Kovshei ha-Khermon St. ,3.0,3.0,75,0
rent,Apartment,4150,Bat Yam,Yoseftal St.  31,3.0,1.0,60,0
rent,Apartment,6500,Tel Aviv-Yafo,Levinski St.  33,4.0,2.0,100,0
rent,Apartment,3000,Ramat Gan,Abba Hillel Silver Road  62,2.0,2.0,40,0
rent,Apartment,4500,Ramat Gan,Ha-Lapid St.  10,3.5,2.0,80,1
rent,Apartment,3150,Ramat Gan,Aluf David St.  5,2.0,1.0,40,0
rent,Apartment,3300,Givatayim,Ha-Lamed Hei St.  44,2.0,3.0,35,0
rent,Apartment,5000,Ramat Gan,Zeev Jabotinsky St.  107,5.0,2.0,100,2
rent,Apartment,7000,Givatayim,Eilat St.  22,4.0,2.0,90,2
rent,Apartment,10500,Tel Aviv-Yafo,Feibel St.  13,3.0,2.0,100,1
